"Date","Price","Open","High","Low","Change %"
"01/18/2022","143.403","144.993","144.993","141.828","-0.55%"
"01/17/2022","144.196","144.993","144.993","144.196","-0.32%"
"01/14/2022","144.652","145.004","145.262","143.493","-0.53%"
"01/13/2022","145.418","145.633","145.968","144.780","-0.03%"
"01/12/2022","145.458","145.127","146.233","144.847","0.24%"
"01/11/2022","145.117","145.913","146.331","144.699","-0.66%"
"01/10/2022","146.076","145.026","146.076","144.404","0.70%"
"01/07/2022","145.060","146.512","146.596","144.548","-0.96%"
"01/06/2022","146.469","146.347","146.551","145.676","0.02%"
"01/05/2022","146.447","147.182","147.332","145.355","0.15%"
"01/04/2022","146.233","147.104","147.159","145.631","-0.51%"
"01/03/2022","146.987","149.016","149.016","146.311","-1.29%"
"12/31/2021","148.902","148.641","149.305","148.458","0.07%"
"12/30/2021","148.803","146.614","148.843","146.579","1.57%"
"12/29/2021","146.496","147.839","147.894","146.447","-0.80%"
"12/28/2021","147.674","147.846","148.295","147.525","-0.15%"
"12/27/2021","147.897","147.844","147.958","147.669","0.15%"
"12/24/2021","147.672","147.672","147.672","147.672","0.02%"
"12/23/2021","147.638","148.428","148.484","147.603","-0.58%"
"12/22/2021","148.498","148.083","148.532","147.782","0.27%"
"12/21/2021","148.092","148.363","148.566","147.286","-0.22%"
"12/20/2021","148.423","150.254","150.669","148.423","-0.96%"
"12/17/2021","149.862","149.372","150.171","149.166","0.40%"
"12/16/2021","149.272","149.006","149.443","148.437","0.07%"
"12/15/2021","149.167","149.600","152.435","148.775","-0.24%"
"12/14/2021","149.531","150.230","150.241","148.811","-0.55%"
"12/13/2021","150.364","148.898","150.364","148.659","0.87%"
"12/10/2021","149.067","149.033","149.760","148.773","0.01%"
"12/09/2021","149.055","148.552","149.478","148.552","0.41%"
"12/08/2021","148.451","150.396","150.929","148.430","-0.72%"
"12/07/2021","149.534","149.589","150.167","149.191","0.22%"
"12/06/2021","149.200","150.168","150.378","149.096","-0.58%"
"12/03/2021","150.071","149.391","150.298","148.281","1.17%"
"12/02/2021","148.342","148.383","148.814","148.004","-1.04%"
"12/01/2021","149.894","149.076","149.905","148.775","0.29%"
"11/30/2021","149.462","148.676","149.936","148.330","0.39%"
"11/29/2021","148.889","148.510","148.889","147.879","-0.32%"
"11/26/2021","149.370","147.227","149.761","147.227","1.33%"
"11/25/2021","147.415","147.227","147.425","147.227","0.10%"
"11/24/2021","147.273","147.018","147.417","146.384","0.51%"
"11/23/2021","146.533","146.895","147.236","146.389","-0.59%"
"11/22/2021","147.405","148.759","149.048","147.231","-1.55%"
"11/19/2021","149.728","148.570","149.889","148.440","0.62%"
"11/18/2021","148.809","148.642","148.939","148.355","0.15%"
"11/17/2021","148.588","147.509","148.588","147.471","0.62%"
"11/16/2021","147.668","148.229","148.552","147.634","-0.37%"
"11/15/2021","148.217","149.261","149.641","147.934","-0.70%"
"11/12/2021","149.261","149.511","149.652","148.833","0.23%"
"11/11/2021","148.925","149.511","149.511","148.882","-0.25%"
"11/10/2021","149.305","151.718","151.736","149.098","-0.78%"
"11/09/2021","150.477","151.105","152.024","150.477","-0.07%"
"11/08/2021","150.582","149.933","150.651","149.691","0.25%"
"11/05/2021","150.206","148.773","151.218","148.630","0.94%"
"11/04/2021","148.812","148.150","149.732","148.150","0.70%"
"11/03/2021","147.773","149.170","149.396","147.751","-1.06%"
"11/02/2021","149.351","148.921","149.547","148.812","0.23%"
"11/01/2021","149.013","149.860","150.143","148.498","0.40%"
"10/29/2021","148.419","148.043","148.739","147.357","0.25%"
"10/28/2021","148.054","148.904","149.289","147.997","-0.58%"
"10/27/2021","148.910","147.786","149.715","147.786","0.54%"
"10/26/2021","148.105","147.373","148.105","147.243","0.42%"
"10/25/2021","147.482","147.300","147.674","146.899","-0.06%"
"10/22/2021","147.573","146.456","147.618","146.456","0.74%"
"10/21/2021","146.488","146.674","147.221","146.426","-0.23%"
"10/20/2021","146.818","146.943","147.605","146.818","-0.38%"
"10/19/2021","147.384","148.568","148.700","147.362","-0.71%"
"10/18/2021","148.438","148.261","148.655","147.828","0.00%"
"10/15/2021","148.439","149.041","149.064","148.262","-0.52%"
"10/14/2021","149.219","148.559","149.316","148.353","0.21%"
"10/13/2021","148.901","148.009","148.987","147.912","0.48%"
"10/12/2021","148.186","147.233","148.220","146.882","0.89%"
"10/11/2021","146.882","147.233","147.233","146.882","-0.16%"
"10/08/2021","147.113","147.470","147.731","146.983","-0.44%"
"10/07/2021","147.761","148.400","148.824","147.682","-0.57%"
"10/06/2021","148.602","148.076","148.969","147.615","0.09%"
"10/05/2021","148.465","149.408","149.408","148.311","-0.58%"
"10/04/2021","149.328","149.738","149.750","148.827","-0.21%"
"10/01/2021","149.641","149.930","149.930","148.828","-0.07%"
"09/30/2021","149.751","149.496","149.855","148.810","0.81%"
"09/29/2021","148.549","148.406","149.032","148.103","-0.03%"
"09/28/2021","148.596","150.446","150.446","148.562","-1.24%"
"09/27/2021","150.465","150.868","151.161","149.930","-0.34%"
"09/24/2021","150.974","151.596","151.991","150.845","-0.35%"
"09/23/2021","151.508","153.231","153.231","151.496","-1.35%"
"09/22/2021","153.577","152.843","153.601","152.629","0.46%"
"09/21/2021","152.874","152.726","152.999","152.370","-0.16%"
"09/20/2021","153.114","152.175","153.395","152.175","0.62%"
"09/17/2021","152.176","152.336","152.591","151.633","-0.27%"
"09/16/2021","152.591","152.615","152.639","151.804","-0.33%"
"09/15/2021","153.096","153.431","153.964","152.882","-0.23%"
"09/14/2021","153.456","152.306","153.672","152.052","0.65%"
"09/13/2021","152.462","151.875","152.527","151.852","0.34%"
"09/10/2021","151.947","152.469","152.516","151.794","-0.51%"
"09/09/2021","152.731","151.777","152.850","151.712","0.59%"
"09/08/2021","151.827","148.627","151.999","148.431","2.13%"
"09/07/2021","148.656","149.580","149.580","148.541","-0.43%"
"09/06/2021","149.294","149.580","149.580","149.294","-0.18%"
"09/03/2021","149.570","150.064","150.279","149.430","-0.16%"
"09/02/2021","149.816","149.474","149.816","149.433","0.17%"
"09/01/2021","149.562","149.035","150.190","149.018","-0.14%"
"08/31/2021","149.777","150.612","150.624","149.667","-0.46%"
"08/30/2021","150.466","150.093","150.501","149.842","0.35%"
"08/27/2021","149.941","149.487","150.139","149.394","0.40%"
"08/26/2021","149.344","149.478","149.588","149.003","0.00%"
"08/25/2021","149.340","150.195","150.400","149.305","-0.58%"
"08/24/2021","150.217","150.744","150.844","150.182","-0.48%"
"08/23/2021","150.949","150.896","151.008","150.521","-0.03%"
"08/20/2021","151.001","151.077","151.336","150.813","-0.03%"
"08/19/2021","151.043","150.590","151.390","150.503","0.21%"
"08/18/2021","150.734","150.424","150.793","150.096","0.18%"
"08/17/2021","150.460","150.564","151.168","150.311","0.06%"
"08/16/2021","150.365","150.443","151.063","150.162","0.08%"
"08/13/2021","150.253","149.350","150.358","149.279","0.67%"
"08/12/2021","149.249","149.375","149.576","148.904","-0.07%"
"08/11/2021","149.354","149.275","149.716","148.916","0.07%"
"08/10/2021","149.246","149.915","149.990","149.246","-0.46%"
"08/09/2021","149.939","150.213","150.639","149.665","-0.11%"
"08/06/2021","150.103","151.081","151.105","149.889","-0.78%"
"08/05/2021","151.282","151.680","152.137","151.248","-0.44%"
"08/04/2021","151.949","151.604","152.528","151.235","0.08%"
"08/03/2021","151.829","151.460","151.870","151.136","0.20%"
"08/02/2021","151.523","150.458","151.897","150.264","0.59%"
"07/30/2021","150.636","150.366","150.728","150.288","0.36%"
"07/29/2021","150.090","150.548","150.548","149.782","-0.29%"
"07/28/2021","150.531","150.400","150.629","149.795","0.03%"
"07/27/2021","150.482","149.670","150.595","149.611","0.64%"
"07/26/2021","149.531","149.974","150.978","149.531","-0.24%"
"07/23/2021","149.885","149.944","149.979","149.355","-0.07%"
"07/22/2021","149.986","149.665","150.574","149.363","0.25%"
"07/21/2021","149.611","150.620","150.873","149.022","-0.57%"
"07/20/2021","150.464","150.954","152.158","150.246","-0.51%"
"07/19/2021","151.228","150.696","152.243","150.308","0.73%"
"07/16/2021","150.133","149.955","150.215","149.537","-0.05%"
"07/15/2021","150.213","149.826","150.518","149.704","0.37%"
"07/14/2021","149.654","148.592","149.666","148.542","0.85%"
"07/13/2021","148.398","150.413","151.086","148.363","-1.37%"
"07/12/2021","150.459","150.787","151.249","150.408","-0.13%"
"07/09/2021","150.652","151.577","151.577","150.640","-0.79%"
"07/08/2021","151.854","151.646","152.840","151.561","0.26%"
"07/07/2021","151.463","151.376","152.366","151.081","0.10%"
"07/06/2021","151.316","149.923","151.354","149.647","0.99%"
"07/05/2021","149.839","149.923","149.923","149.839","-0.10%"
"07/02/2021","149.994","149.502","150.137","149.478","0.25%"
"07/01/2021","149.626","149.315","149.626","149.029","0.21%"
"06/30/2021","149.317","149.598","150.334","149.252","-0.24%"
"06/29/2021","149.671","149.418","149.694","148.899","0.19%"
"06/28/2021","149.388","147.844","149.483","147.700","1.01%"
"06/25/2021","147.897","147.874","148.159","146.846","0.02%"
"06/24/2021","147.864","147.928","148.181","147.597","-0.09%"
"06/23/2021","147.990","148.238","148.255","147.725","-0.17%"
"06/22/2021","148.247","147.935","148.304","147.354","0.31%"
"06/21/2021","147.782","149.131","150.545","147.722","-0.84%"
"06/18/2021","149.028","146.405","149.098","146.223","0.86%"
"06/17/2021","147.760","146.405","148.468","146.223","1.03%"
"06/16/2021","146.251","146.969","147.328","146.192","-0.66%"
"06/15/2021","147.229","147.252","147.315","146.767","0.09%"
"06/14/2021","147.099","147.677","147.823","146.953","-0.51%"
"06/11/2021","147.858","148.163","148.260","147.551","-0.20%"
"06/10/2021","148.152","147.424","148.175","146.604","0.57%"
"06/09/2021","147.310","146.641","147.644","146.641","0.52%"
"06/08/2021","146.548","146.160","146.941","146.160","0.35%"
"06/07/2021","146.038","146.097","146.182","145.840","-0.21%"
"06/04/2021","146.343","145.054","146.367","145.042","0.80%"
"06/03/2021","145.175","145.620","145.643","145.043","-0.34%"
"06/02/2021","145.668","145.204","145.679","145.204","0.17%"
"06/01/2021","145.421","145.745","145.745","144.815","-0.08%"
"05/31/2021","145.544","145.745","145.745","145.544","0.01%"
"05/28/2021","145.533","145.461","145.899","145.319","-0.06%"
"05/27/2021","145.621","145.994","146.129","145.255","-0.27%"
"05/26/2021","146.010","146.047","146.435","145.926","-0.19%"
"05/25/2021","146.290","145.423","146.328","145.378","0.57%"
"05/24/2021","145.468","145.074","145.610","145.048","0.23%"
"05/21/2021","145.131","144.840","145.148","144.685","0.14%"
"05/20/2021","144.923","144.343","144.960","144.140","0.63%"
"05/19/2021","144.014","144.405","144.732","143.673","-0.32%"
"05/18/2021","144.482","144.230","144.482","143.976","0.21%"
"05/17/2021","144.173","144.677","145.010","144.173","-0.37%"
"05/14/2021","144.704","144.135","144.745","144.082","0.42%"
"05/13/2021","144.094","144.026","144.368","143.691","0.24%"
"05/12/2021","143.753","144.833","145.210","143.619","-0.86%"
"05/11/2021","145.003","145.566","145.593","144.776","-0.24%"
"05/10/2021","145.351","145.550","146.133","145.324","-0.38%"
"05/07/2021","145.904","146.121","147.185","145.841","-0.30%"
"05/06/2021","146.339","146.121","146.513","145.955","0.00%"
"05/05/2021","146.335","146.010","146.347","145.549","0.21%"
"05/04/2021","146.035","145.710","146.606","145.465","0.13%"
"05/03/2021","145.843","145.467","146.242","145.080","0.23%"
"04/30/2021","145.511","145.168","145.569","145.040","0.13%"
"04/29/2021","145.327","145.162","145.422","144.565","-0.22%"
"04/28/2021","145.644","145.578","145.707","145.087","0.07%"
"04/27/2021","145.545","146.334","146.366","145.487","-0.62%"
"04/26/2021","146.453","146.456","146.684","145.870","-0.06%"
"04/23/2021","146.548","146.518","146.911","146.157","-0.16%"
"04/22/2021","146.783","146.743","146.817","145.963","0.26%"
"04/21/2021","146.404","146.210","146.444","145.958","0.09%"
"04/20/2021","146.266","145.479","146.324","145.133","0.46%"
"04/19/2021","145.592","146.257","146.584","145.509","-0.21%"
"04/16/2021","145.903","145.866","146.469","145.651","-0.06%"
"04/15/2021","145.993","145.093","146.949","145.035","0.60%"
"04/14/2021","145.127","145.341","145.402","144.868","-0.22%"
"04/13/2021","145.445","144.617","145.467","144.301","0.42%"
"04/12/2021","144.836","144.838","145.298","144.553","-0.07%"
"04/09/2021","144.936","145.469","145.469","144.498","-0.29%"
"04/08/2021","145.353","144.472","145.460","144.472","0.69%"
"04/07/2021","144.355","144.834","145.315","144.355","-0.35%"
"04/06/2021","144.862","144.463","144.988","144.062","0.43%"
"04/05/2021","144.243","144.742","144.793","143.685","0.04%"
"04/02/2021","144.191","144.742","144.793","143.914","-0.40%"
"04/01/2021","144.776","143.520","144.813","143.498","0.93%"
"03/31/2021","143.447","143.636","144.052","143.317","-0.45%"
"03/30/2021","144.102","143.325","144.102","142.788","0.32%"
"03/29/2021","143.637","144.401","144.881","143.414","-0.43%"
"03/26/2021","144.252","144.898","144.925","144.085","-0.44%"
"03/25/2021","144.883","145.124","145.749","144.859","-0.39%"
"03/24/2021","145.450","145.435","145.745","144.814","0.01%"
"03/23/2021","145.433","144.487","145.460","144.487","0.86%"
"03/22/2021","144.186","143.845","144.515","143.845","0.50%"
"03/19/2021","143.469","143.140","144.084","142.992","0.01%"
"03/18/2021","143.460","143.917","143.963","142.456","-0.52%"
"03/17/2021","144.209","144.696","144.815","143.568","-0.30%"
"03/16/2021","144.644","144.408","144.784","143.749","-0.10%"
"03/15/2021","144.788","144.109","144.921","143.870","0.40%"
"03/12/2021","144.209","146.020","146.052","143.880","-1.30%"
"03/11/2021","146.108","146.490","147.354","146.034","-0.45%"
"03/10/2021","146.766","145.536","146.816","145.075","0.11%"
"03/09/2021","146.612","145.826","146.651","145.816","0.57%"
"03/08/2021","145.780","145.932","146.304","145.765","-0.24%"
"03/05/2021","146.135","145.861","146.774","145.666","-0.10%"
"03/04/2021","146.282","147.227","147.902","146.178","-0.65%"
"03/03/2021","147.235","148.397","148.467","146.982","-0.98%"
"03/02/2021","148.697","148.672","148.750","147.722","0.25%"
"03/01/2021","148.324","149.059","149.059","147.763","0.35%"
"02/26/2021","147.805","145.422","148.048","145.202","2.05%"
"02/25/2021","144.837","146.734","146.898","143.902","-1.82%"
"02/24/2021","147.524","148.273","148.424","146.504","-1.28%"
"02/23/2021","149.430","149.222","149.481","148.755","0.16%"
"02/22/2021","149.197","149.486","150.005","148.946","-0.46%"
"02/19/2021","149.885","151.106","151.106","149.633","-0.59%"
"02/18/2021","150.775","151.004","151.228","150.261","0.12%"
"02/17/2021","150.588","150.502","150.847","150.010","0.75%"
"02/16/2021","149.473","150.919","150.919","149.201","-0.54%"
"02/15/2021","150.278","150.919","150.919","150.244","-0.31%"
"02/12/2021","150.743","151.908","152.030","150.721","-0.68%"
"02/11/2021","151.780","152.325","152.566","151.753","-0.87%"
"02/10/2021","153.105","152.571","153.114","152.315","0.35%"
"02/09/2021","152.573","152.171","152.614","151.986","0.44%"
"02/08/2021","151.900","151.708","152.373","151.331","0.04%"
"02/05/2021","151.845","152.717","152.790","151.694","-0.51%"
"02/04/2021","152.621","152.487","152.830","152.332","-0.05%"
"02/03/2021","152.703","153.421","153.476","152.703","-0.65%"
"02/02/2021","153.708","154.458","154.597","153.455","-0.57%"
"02/01/2021","154.586","154.697","155.008","154.474","-0.19%"
"01/29/2021","154.880","155.476","155.714","153.823","-0.37%"
"01/28/2021","155.462","156.239","156.570","155.125","-0.56%"
"01/27/2021","156.331","155.824","156.463","155.623","0.25%"
"01/26/2021","155.934","155.798","156.061","155.573","-0.01%"
"01/25/2021","155.956","154.647","156.007","154.513","0.73%"
"01/22/2021","154.827","155.574","156.165","154.794","-0.48%"
"01/21/2021","155.573","155.247","155.779","154.517","0.09%"
"01/20/2021","155.432","155.193","155.455","154.965","0.14%"
"01/19/2021","155.210","154.881","155.317","154.511","0.10%"
"01/18/2021","155.051","154.881","155.089","154.881","-0.06%"
"01/15/2021","155.142","154.764","155.175","154.629","0.45%"
"01/14/2021","154.444","154.806","155.268","154.311","-0.55%"
"01/13/2021","155.293","154.608","155.414","154.441","0.52%"
"01/12/2021","154.489","154.191","154.489","153.599","0.13%"
"01/11/2021","154.282","154.641","154.991","154.234","-0.19%"
"01/08/2021","154.571","154.680","155.323","154.446","-0.34%"
"01/07/2021","155.103","155.741","155.999","154.955","-0.55%"
"01/06/2021","155.963","156.636","156.636","155.114","-0.86%"
"01/05/2021","157.317","157.894","158.003","157.094","-0.49%"
"01/04/2021","158.088","157.938","158.365","157.514","-0.09%"
"12/31/2020","158.238","157.965","158.334","157.779","0.14%"
"12/30/2020","158.015","157.919","158.063","157.315","0.18%"
"12/29/2020","157.738","157.752","157.915","157.472","-0.24%"
"12/28/2020","158.112","157.840","158.112","157.221","0.06%"
"12/24/2020","158.020","157.895","158.245","157.804","0.01%"
"12/23/2020","158.012","158.766","158.862","157.421","-0.40%"
"12/22/2020","158.653","158.303","158.682","158.173","0.29%"
"12/21/2020","158.191","158.120","159.199","157.899","0.13%"
"12/18/2020","157.993","158.372","158.608","157.855","-0.13%"
"12/17/2020","158.199","158.376","159.161","158.059","-0.26%"
"12/16/2020","158.619","158.904","158.908","157.966","-0.10%"
"12/15/2020","158.772","159.259","159.409","158.530","-0.23%"
"12/14/2020","159.131","158.909","159.286","158.302","-0.07%"
"12/11/2020","159.235","159.424","160.096","159.100","-0.21%"
"12/10/2020","159.578","158.865","159.593","158.757","0.57%"
"12/09/2020","158.675","158.738","158.960","158.323","-0.20%"
"12/08/2020","158.997","158.674","159.458","158.492","0.14%"
"12/07/2020","158.769","158.057","158.779","157.947","0.65%"
"12/04/2020","157.739","159.201","159.245","157.566","-0.89%"
"12/03/2020","159.157","158.447","159.215","158.394","0.36%"
"12/02/2020","158.580","158.995","159.227","158.008","-0.21%"
"12/01/2020","158.920","160.177","160.373","158.196","-0.84%"
"11/30/2020","160.268","160.171","160.479","159.902","0.03%"
"11/27/2020","160.218","157.677","160.247","157.677","1.38%"
"11/26/2020","158.035","157.677","158.157","157.677","0.30%"
"11/25/2020","157.565","157.535","158.230","157.522","-0.08%"
"11/24/2020","157.694","158.278","158.529","157.675","-0.55%"
"11/23/2020","158.563","158.936","159.057","158.361","-0.41%"
"11/20/2020","159.218","158.832","159.223","158.503","0.38%"
"11/19/2020","158.617","158.280","158.801","157.944","0.45%"
"11/18/2020","157.912","158.209","158.563","157.363","-0.04%"
"11/17/2020","157.971","157.126","157.985","156.849","0.62%"
"11/16/2020","156.995","157.249","157.802","156.632","-0.19%"
"11/13/2020","157.295","157.658","157.904","157.237","-0.16%"
"11/12/2020","157.550","155.837","157.564","155.794","1.27%"
"11/10/2020","155.576","156.464","156.714","155.419","-0.42%"
"11/09/2020","156.239","157.261","157.864","154.439","-0.76%"
"11/06/2020","157.428","158.578","158.837","157.155","-0.84%"
"11/05/2020","158.763","159.135","159.628","158.174","0.16%"
"11/04/2020","158.505","156.737","158.958","156.737","1.62%"
"11/03/2020","155.972","156.700","156.700","155.833","-0.62%"
"11/02/2020","156.948","156.605","157.319","156.304","0.32%"
"10/30/2020","156.443","157.461","157.794","156.327","-0.57%"
"10/29/2020","157.341","158.095","158.506","156.974","-0.65%"
"10/28/2020","158.363","158.547","158.926","158.241","-0.07%"
"10/27/2020","158.473","162.548","162.628","157.896","-2.48%"
"10/26/2020","162.502","161.952","162.697","161.942","0.53%"
"10/23/2020","161.646","161.126","161.699","160.874","0.42%"
"10/22/2020","160.973","158.254","160.973","157.092","1.84%"
"10/21/2020","158.058","158.236","158.602","157.748","-0.48%"
"10/20/2020","158.817","159.336","159.410","158.515","-0.28%"
"10/19/2020","159.262","159.545","159.614","159.071","-0.29%"
"10/16/2020","159.725","157.874","159.999","157.401","1.23%"
"10/15/2020","157.791","158.261","158.855","157.791","-0.12%"
"10/14/2020","157.981","157.890","158.483","157.866","-0.01%"
"10/13/2020","157.994","157.355","158.052","157.174","0.41%"
"10/12/2020","157.355","157.355","157.355","157.355","0.27%"
"10/09/2020","156.936","156.872","157.209","156.445","0.05%"
"10/08/2020","156.864","156.653","157.197","156.638","0.05%"
"10/07/2020","156.793","157.514","157.552","156.529","-0.63%"
"10/06/2020","157.786","157.022","157.922","156.491","0.60%"
"10/05/2020","156.845","157.742","157.896","156.352","-0.71%"
"10/02/2020","157.964","158.679","159.088","157.900","-0.38%"
"10/01/2020","158.566","158.260","158.745","157.809","0.02%"
"09/30/2020","158.536","158.617","158.983","157.670","-0.20%"
"09/29/2020","158.850","158.769","159.134","158.691","0.02%"
"09/28/2020","158.811","158.907","159.020","158.544","-0.12%"
"09/25/2020","159.006","158.612","159.105","158.597","0.11%"
"09/24/2020","158.830","158.555","158.967","158.555","0.18%"
"09/23/2020","158.538","158.625","158.872","158.107","-0.05%"
"09/22/2020","158.617","158.610","158.799","158.358","-0.01%"
"09/21/2020","158.634","158.070","159.090","158.070","0.38%"
"09/18/2020","158.029","158.201","158.551","157.942","-0.04%"
"09/17/2020","158.087","158.177","158.974","158.051","0.17%"
"09/16/2020","157.815","158.321","158.790","157.799","-0.28%"
"09/15/2020","158.262","158.501","158.589","158.105","-0.12%"
"09/14/2020","158.460","158.417","158.799","158.277","-0.04%"
"09/11/2020","158.529","158.104","158.553","157.851","0.19%"
"09/10/2020","158.224","157.923","158.282","157.140","0.28%"
"09/09/2020","157.788","158.969","159.328","157.681","-0.63%"
"09/08/2020","158.784","157.966","159.382","157.825","0.61%"
"09/07/2020","157.825","157.966","157.966","157.825","-0.08%"
"09/04/2020","157.950","159.400","159.415","157.478","-0.92%"
"09/03/2020","159.411","158.764","159.839","158.499","0.28%"
"09/02/2020","158.966","157.970","158.990","157.767","0.49%"
"09/01/2020","158.192","157.205","158.241","156.750","0.52%"
"08/31/2020","157.377","156.983","157.599","156.549","0.23%"
"08/28/2020","157.023","158.571","158.905","155.767","0.24%"
"08/27/2020","156.642","158.571","158.905","156.642","-1.10%"
"08/26/2020","158.381","158.433","158.454","157.818","-0.11%"
"08/25/2020","158.560","159.051","159.223","158.117","-0.52%"
"08/24/2020","159.381","159.817","159.976","159.312","-0.17%"
"08/21/2020","159.650","159.031","159.733","158.973","0.37%"
"08/20/2020","159.067","158.895","159.423","158.763","0.28%"
"08/19/2020","158.621","158.233","158.914","157.732","0.36%"
"08/18/2020","158.054","158.927","159.395","158.054","-0.37%"
"08/17/2020","158.646","159.044","159.933","158.545","-0.32%"
"08/14/2020","159.150","159.510","159.994","159.078","-0.19%"
"08/13/2020","159.458","160.801","161.118","159.243","-0.61%"
"08/12/2020","160.437","161.068","161.068","160.076","-0.39%"
"08/11/2020","161.060","162.006","162.267","160.651","-0.67%"
"08/10/2020","162.147","162.656","162.912","162.147","-0.27%"
"08/07/2020","162.580","163.517","163.733","162.503","-0.41%"
"08/06/2020","163.255","163.086","163.949","162.904","0.22%"
"08/05/2020","162.892","164.205","164.246","162.699","-0.81%"
"08/04/2020","164.230","163.165","164.364","163.165","0.54%"
"08/03/2020","163.351","163.805","163.829","162.950","-0.37%"
"07/31/2020","163.963","164.003","164.310","163.301","0.11%"
"07/30/2020","163.780","163.167","163.966","163.127","0.45%"
"07/29/2020","163.041","164.194","164.320","162.806","-0.77%"
"07/28/2020","164.307","163.218","164.348","162.926","0.52%"
"07/27/2020","163.453","163.912","164.480","163.392","-0.40%"
"07/24/2020","164.112","161.958","164.146","161.375","1.34%"
"07/23/2020","161.946","161.888","162.601","161.679","0.09%"
"07/22/2020","161.803","160.621","162.224","160.574","0.74%"
"07/21/2020","160.617","160.521","160.848","160.254","0.05%"
"07/20/2020","160.540","160.093","160.735","160.093","0.19%"
"07/17/2020","160.239","160.385","160.901","160.108","-0.14%"
"07/16/2020","160.461","160.267","160.827","160.267","0.21%"
"07/15/2020","160.119","160.150","160.543","159.664","-0.21%"
"07/14/2020","160.458","160.626","160.951","160.256","-0.07%"
"07/13/2020","160.574","160.248","160.574","159.537","0.32%"
"07/10/2020","160.054","160.468","161.624","160.022","-0.31%"
"07/09/2020","160.544","159.278","160.732","159.188","0.89%"
"07/08/2020","159.129","159.453","159.623","158.938","-0.30%"
"07/07/2020","159.603","156.418","159.733","156.306","2.13%"
"07/06/2020","156.279","156.937","157.215","155.857","-0.60%"
"07/03/2020","157.215","156.937","157.215","156.937","0.07%"
"07/02/2020","157.106","155.635","157.106","155.451","0.86%"
"07/01/2020","155.764","154.785","155.864","154.338","0.34%"
"06/30/2020","155.242","155.693","156.053","154.999","-0.37%"
"06/29/2020","155.812","156.035","156.051","155.448","-0.13%"
"06/28/2020","156.016","156.035","156.051","155.986","0.12%"
"06/26/2020","155.828","154.863","155.873","154.813","0.64%"
"06/25/2020","154.833","156.926","157.131","154.692","-1.20%"
"06/24/2020","156.706","155.993","156.706","155.458","0.37%"
"06/23/2020","156.134","156.375","156.637","155.868","-0.20%"
"06/22/2020","156.443","154.903","157.097","154.891","0.87%"
"06/21/2020","155.090","154.903","155.132","154.903","0.02%"
"06/19/2020","155.066","154.769","155.104","153.947","0.22%"
"06/18/2020","154.725","154.664","155.044","154.225","0.49%"
"06/17/2020","153.976","153.836","154.070","153.268","0.14%"
"06/16/2020","153.756","153.305","153.771","152.139","-0.08%"
"06/15/2020","153.882","154.202","155.258","153.841","-0.68%"
"06/14/2020","154.931","154.202","154.946","154.202","0.57%"
"06/12/2020","154.048","154.640","154.765","153.826","-0.65%"
"06/11/2020","155.059","154.372","156.016","154.342","0.61%"
"06/10/2020","154.125","152.782","154.270","152.697","0.86%"
"06/09/2020","152.815","149.550","153.026","149.496","2.59%"
"06/08/2020","148.960","148.440","149.189","147.814","0.43%"
"06/07/2020","148.317","148.440","148.440","148.317","-0.17%"
"06/05/2020","148.568","149.487","149.501","146.783","-0.41%"
"06/04/2020","149.178","150.967","151.074","149.178","-1.18%"
"06/03/2020","150.958","151.537","151.994","150.446","-0.68%"
"06/02/2020","151.986","151.984","152.453","151.196","0.26%"
"06/01/2020","151.597","152.297","152.297","151.329","-0.43%"
"05/31/2020","152.256","152.297","152.297","152.171","-0.05%"
"05/29/2020","152.337","152.026","152.445","151.774","0.47%"
"05/28/2020","151.625","151.685","152.094","151.340","-0.04%"
"05/27/2020","151.685","151.977","152.389","151.301","-0.13%"
"05/26/2020","151.881","152.724","152.803","151.449","-0.59%"
"05/25/2020","152.776","152.724","152.789","152.724","0.03%"
"05/24/2020","152.724","152.724","152.724","152.724","0.00%"
